scenario_id,configuration,violation_type,source,difficulty,expansion_mode,exec,trig,rem,c_road,c_env,c_role,c_lane,c_action,c_auto,c_noctrl,c_context,ms
SYNTH_IOT_0010,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_IOT_0013,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0045,Full RKGRScen,Illegal overtaking,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0049,Full RKGRScen,Illegal overtaking,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
SYNTH_IOT_0006,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0024,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0033,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0039,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,0,0,0,0,0,0,1,1,1,0.26
NHTSA_IOT_0010,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_IOT_0018,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0032,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0019,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0046,Full RKGRScen,Illegal overtaking,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0036,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_IOT_0007,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0050,Full RKGRScen,Illegal overtaking,NHTSA-derived,coarse,fallback,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_IOT_0005,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0020,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0044,Full RKGRScen,Illegal overtaking,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0030,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_IOT_0003,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0035,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0042,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0025,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0041,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_IOT_0009,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,0,1,1,0,1,1,1,1,1,1,0.9
NHTSA_IOT_0012,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0051,Full RKGRScen,Illegal overtaking,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,1,0.26
NHTSA_IOT_0021,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0037,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0009,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0007,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,0,1,1,0,0,1,0,1,1,1,0.62
SYNTH_IOT_0001,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0016,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0040,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_IOT_0011,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_INA_0592,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,fallback,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_INA_0180,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,0,0,0,,,,,,,,,
NHTSA_INA_0013,w/o Community,Inattention to the road ahead,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
SYNTH_INA_0196,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
NHTSA_INA_0320,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_INA_0228,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_INA_0542,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,0,1,0,0,1,1,1,1,0,0.7
NHTSA_INA_0102,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0058,w/o Community,Inattention to the road ahead,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_INA_0295,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0231,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_INA_0569,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
SYNTH_INA_0109,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,0,0,0,,,,,,,,,
NHTSA_INA_0271,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_INA_0409,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_INA_0076,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_INA_0060,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_INA_0151,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_INA_0486,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0150,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0597,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_INA_0346,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,fallback,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0457,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
SYNTH_INA_0143,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
SYNTH_INA_0004,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0518,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_INA_0352,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
NHTSA_INA_0306,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0030,w/o Community,Inattention to the road ahead,NHTSA-derived,fine,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
SYNTH_INA_0177,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_INA_0451,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
SYNTH_INA_0122,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_INA_0062,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0504,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_INA_0145,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0081,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_INA_0046,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0296,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0315,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_INA_0106,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0567,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
NHTSA_INA_0625,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_INA_0078,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,fallback,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0206,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0571,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0021,w/o Community,Inattention to the road ahead,NHTSA-derived,fine,normal,1,1,0,1,1,0,1,1,1,1,0,0.8
NHTSA_INA_0188,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_INA_0294,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
NHTSA_INA_0305,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0246,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
SYNTH_INA_0215,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0140,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_INA_0544,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
SYNTH_INA_0077,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_INA_0429,w/o Community,Inattention to the road ahead,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_INA_0157,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_INA_0066,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,0,0,0,,,,,,,,,
NHTSA_INA_0042,w/o Community,Inattention to the road ahead,NHTSA-derived,fine,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
SYNTH_INA_0146,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
SYNTH_INA_0149,w/o Community,Inattention to the road ahead,synthetic-topology-extension,fine,normal,0,0,0,,,,,,,,,
NHTSA_FTY_0312,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FTY_0478,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0426,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0485,w/o Community,Failure to yield,NHTSA-derived,coarse,fallback,0,0,1,,,,,,,,,
NHTSA_FTY_0242,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0181,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_FTY_0051,w/o Community,Failure to yield,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_FTY_0121,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0292,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0165,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0080,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
NHTSA_FTY_0115,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0153,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
NHTSA_FTY_0477,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FTY_0293,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_FTY_0111,w/o Community,Failure to yield,synthetic-topology-extension,fine,normal,1,1,0,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0460,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FTY_0412,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FTY_0419,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
NHTSA_FTY_0495,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FTY_0499,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0451,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0082,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_FTY_0066,w/o Community,Failure to yield,synthetic-topology-extension,fine,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
SYNTH_FTY_0004,w/o Community,Failure to yield,synthetic-topology-extension,fine,fallback,0,0,1,,,,,,,,,
NHTSA_FTY_0501,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FTY_0062,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0047,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0446,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0350,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_FTY_0126,w/o Community,Failure to yield,synthetic-topology-extension,fine,normal,1,1,0,0,0,0,0,1,1,1,0,0.33999999999999997
NHTSA_FTY_0179,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_FTY_0052,w/o Community,Failure to yield,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0388,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0001,w/o Community,Failure to yield,NHTSA-derived,fine,normal,0,0,0,,,,,,,,,
NHTSA_FTY_0164,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0205,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0443,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FTY_0009,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FTY_0354,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FTY_0458,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0399,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FTY_0061,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FTY_0358,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FTY_0110,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0442,w/o Community,Failure to yield,NHTSA-derived,coarse,fallback,0,0,1,,,,,,,,,
NHTSA_FTY_0476,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_FTY_0015,w/o Community,Failure to yield,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0254,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FTY_0098,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_FTY_0060,w/o Community,Failure to yield,synthetic-topology-extension,fine,normal,0,0,0,,,,,,,,,
NHTSA_FTY_0037,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FTY_0329,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0136,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0318,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FTY_0036,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_FTY_0193,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FTY_0390,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_FTY_0054,w/o Community,Failure to yield,synthetic-topology-extension,fine,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0226,w/o Community,Failure to yield,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_SPD_0006,w/o Community,Speeding,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0067,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_SPD_0324,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
NHTSA_SPD_0319,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,0,1,0,0,0,0,1,1,0,0.4
NHTSA_SPD_0212,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0246,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,0,0,0,0,1,1,1,1,0,0.52
NHTSA_SPD_0315,w/o Community,Speeding,NHTSA-derived,coarse,fallback,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0203,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_SPD_0029,w/o Community,Speeding,synthetic-topology-extension,fine,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0183,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0200,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0110,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_SPD_0048,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_SPD_0299,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0327,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_SPD_0308,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
SYNTH_SPD_0081,w/o Community,Speeding,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0012,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,0,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_SPD_0036,w/o Community,Speeding,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0105,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_SPD_0318,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_SPD_0155,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0337,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_SPD_0032,w/o Community,Speeding,synthetic-topology-extension,fine,normal,0,0,0,,,,,,,,,
NHTSA_SPD_0094,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0030,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_SPD_0014,w/o Community,Speeding,synthetic-topology-extension,fine,normal,1,0,0,0,0,0,0,0,1,1,0,0.22
SYNTH_SPD_0027,w/o Community,Speeding,synthetic-topology-extension,fine,fallback,0,0,0,,,,,,,,,
NHTSA_SPD_0020,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,0,0.22
SYNTH_SPD_0055,w/o Community,Speeding,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_SPD_0024,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_SPD_0025,w/o Community,Speeding,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0019,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_SPD_0151,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_SPD_0054,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0006,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_SPD_0082,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_SPD_0026,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_SPD_0320,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_SPD_0101,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0240,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0123,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_SPD_0066,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0230,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0335,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_SPD_0207,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0084,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_SPD_0015,w/o Community,Speeding,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_SPD_0184,w/o Community,Speeding,NHTSA-derived,coarse,fallback,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0071,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_SPD_0348,w/o Community,Speeding,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,0,0.9600000000000001
SYNTH_SPD_0067,w/o Community,Speeding,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
