scenario_id,configuration,violation_type,source,difficulty,expansion_mode,exec,trig,rem,c_road,c_env,c_role,c_lane,c_action,c_auto,c_noctrl,c_context,ms
SYNTH_FSD_0055,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,fallback,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_FSD_0026,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,0,1,1,1,0,1,1,1,1,1,0.8400000000000001
NHTSA_FSD_0148,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0062,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_FSD_0075,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0137,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0145,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0143,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_FSD_0088,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0141,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0156,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0097,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0121,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_FSD_0034,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0295,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0171,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0168,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0179,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0247,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,1,0.26
NHTSA_FSD_0108,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_FSD_0032,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_FSD_0007,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,fallback,1,1,0,0,1,1,0,1,1,1,1,0.64
NHTSA_FSD_0111,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
SYNTH_FSD_0062,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
SYNTH_FSD_0024,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0057,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0236,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0230,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0089,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_FSD_0022,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0003,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0035,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_FSD_0008,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0279,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,0,0,0,0,0,0,0,1,0,0,0.12
SYNTH_FSD_0038,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,0,1,1,0,0,1,0,1,1,1,0.62
NHTSA_FSD_0044,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0134,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0274,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_FSD_0083,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_FSD_0025,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0080,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0023,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0027,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,fallback,1,0,0,0,0,0,0,0,1,1,1,0.26
SYNTH_FSD_0016,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_FSD_0125,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0053,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_FSD_0100,Full RKGRScen,Failure to maintain safe following distance,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0299,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FSD_0272,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,0,1,1,1,0,1,1,1,1,1,0.8400000000000001
NHTSA_FSD_0039,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,1,0.26
NHTSA_FSD_0110,Full RKGRScen,Failure to maintain safe following distance,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0006,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,0,1,1,1,0,1,1,1,1,1,0.8400000000000001
NHTSA_WWD_0056,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0053,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0081,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0033,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0035,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0008,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0075,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0044,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0061,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0051,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0082,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_WWD_0003,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,fallback,1,0,1,1,1,1,1,1,1,1,1,1
SYNTH_WWD_0041,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0040,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_WWD_0057,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0013,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0041,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0071,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0020,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_WWD_0051,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0059,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0062,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_WWD_0025,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_WWD_0069,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_WWD_0035,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0019,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,1,0.26
SYNTH_WWD_0001,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0025,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0018,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,0,,,,,,,,,
NHTSA_WWD_0029,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_WWD_0012,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_WWD_0047,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_WWD_0033,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,fallback,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0012,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_WWD_0038,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0037,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
SYNTH_WWD_0052,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0026,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0058,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0054,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0074,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_WWD_0020,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
SYNTH_WWD_0006,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_WWD_0013,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
SYNTH_WWD_0004,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0021,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
SYNTH_WWD_0011,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0078,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_WWD_0015,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,0,0,0,0,0,0,1,1,1,0.26
SYNTH_WWD_0017,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0023,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0066,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0060,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0015,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,fallback,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0063,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0030,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_WWD_0016,Full RKGRScen,Wrong-way driving,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0067,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_WWD_0073,Full RKGRScen,Wrong-way driving,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0036,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_ILC_0003,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_ILC_0010,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_ILC_0019,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0025,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0042,Full RKGRScen,Illegal lane change,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
SYNTH_ILC_0017,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_ILC_0005,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_ILC_0013,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0027,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0011,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0013,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0034,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0037,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_ILC_0009,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0023,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,fallback,0,0,1,,,,,,,,,
SYNTH_ILC_0001,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0030,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_ILC_0016,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0040,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0017,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0049,Full RKGRScen,Illegal lane change,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0051,Full RKGRScen,Illegal lane change,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,0,1,0.16
NHTSA_ILC_0028,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,0,0,0,0,0,0,1,1,1,0.26
NHTSA_ILC_0047,Full RKGRScen,Illegal lane change,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0043,Full RKGRScen,Illegal lane change,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0020,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_ILC_0011,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_ILC_0012,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0009,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0033,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0018,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,0,0,0,0,0,0,1,1,1,0.26
NHTSA_ILC_0053,Full RKGRScen,Illegal lane change,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0050,Full RKGRScen,Illegal lane change,NHTSA-derived,coarse,normal,1,1,0,0,0,0,0,0,1,1,1,0.26
SYNTH_ILC_0008,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_ILC_0002,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0003,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,fallback,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0046,Full RKGRScen,Illegal lane change,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0004,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,0,1,1,0,0,1,0,1,1,1,0.62
NHTSA_ILC_0054,Full RKGRScen,Illegal lane change,NHTSA-derived,coarse,normal,0,0,1,,,,,,,,,
NHTSA_ILC_0029,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0005,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_ILC_0006,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0002,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0019,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,0,1,1,0,0,1,0,1,1,1,0.62
SYNTH_ILC_0004,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0006,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0012,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_ILC_0022,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0010,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0014,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
SYNTH_ILC_0014,Full RKGRScen,Illegal lane change,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0055,Full RKGRScen,Illegal lane change,NHTSA-derived,coarse,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0026,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,0,0,0,0,0,0,1,1,1,0.26
NHTSA_ILC_0007,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,0,0,0,0,0,0,1,0,0,0.12
NHTSA_ILC_0052,Full RKGRScen,Illegal lane change,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0022,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0032,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,fallback,0,0,1,,,,,,,,,
NHTSA_ILC_0048,Full RKGRScen,Illegal lane change,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_ILC_0031,Full RKGRScen,Illegal lane change,NHTSA-derived,fine,normal,1,1,0,0,0,0,0,0,1,1,1,0.26
NHTSA_IOT_0048,Full RKGRScen,Illegal overtaking,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0027,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0043,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_IOT_0002,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0011,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0031,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0038,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_IOT_0034,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0047,Full RKGRScen,Illegal overtaking,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0023,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0002,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_IOT_0004,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0006,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_IOT_0015,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
SYNTH_IOT_0014,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
SYNTH_IOT_0012,Full RKGRScen,Illegal overtaking,synthetic-topology-extension,fine,normal,1,1,0,0,0,0,0,0,1,1,1,0.26
NHTSA_IOT_0017,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0005,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,0,0,0,0,0,0,1,1,1,0.26
NHTSA_IOT_0004,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,fallback,0,0,0,,,,,,,,,
NHTSA_IOT_0013,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,0,0,1,,,,,,,,,
NHTSA_IOT_0052,Full RKGRScen,Illegal overtaking,NHTSA-derived,coarse,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0008,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0003,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_IOT_0029,Full RKGRScen,Illegal overtaking,NHTSA-derived,fine,normal,0,0,0,,,,,,,,,
